"TOA5","5264","CR1000","5264","CR1000.Std.10","CRD:KLRS_AWS_AUG_2012.CR1","34827","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2012-08-16 20:25:00",3495,2.839,240.6,20.52,4.501,15.92,11.04,46.26
"2012-08-16 20:30:00",3496,2.745,247.7,10.16,3.489,15.58,3.375,48.03
"2012-08-16 20:35:00",3497,2.734,251.4,14.64,3.665,15.53,-1.599,47.81
"2012-08-16 20:40:00",3498,4.014,256.8,12.5,4.884,15.25,-5.71,48.09
"2012-08-16 20:45:00",3499,2.387,254.5,21.69,4.123,15.27,-34.9,47.16
"2012-08-16 20:50:00",3500,3.269,252.6,20.61,4.381,14.79,-59.34,48.25
"2012-08-16 20:55:00",3501,3.857,257.8,9.78,5.23,14.62,-59.03,48.28
"2012-08-16 21:00:00",3502,2.665,233.8,16.62,3.521,14.46,-59.93,48.93
"2012-08-16 21:05:00",3503,3.52,243.2,14.54,4.773,14.33,-63.08,49.08
"2012-08-16 21:10:00",3504,2.872,241.3,16.49,4.155,14.41,-61.35,48.7
"2012-08-16 21:15:00",3505,2.399,185,47.24,3.525,14.31,-66.5,48.65
"2012-08-16 21:20:00",3506,1.636,84.6,31.46,2.457,14.28,-63.23,48.71
"2012-08-16 21:25:00",3507,1.181,114,57.55,2.519,14.41,-66.28,48.16
"2012-08-16 21:30:00",3508,0.535,150.1,57.78,0.924,13.95,-66.94,51.64
"2012-08-16 21:35:00",3509,1.575,143.2,80.4,2.339,13.79,-68.21,50.33
"2012-08-16 21:40:00",3510,0.99,208,31.28,1.509,13.76,-70.2,52.41
"2012-08-16 21:45:00",3511,0.999,152.8,30.84,1.852,13.27,-74.5,53.78
"2012-08-16 21:50:00",3512,1.047,161.8,30.53,2.359,12.99,-74.7,53.82
"2012-08-16 21:55:00",3513,1.029,185,65.74,1.692,12.91,-75.59,53.58
"2012-08-16 22:00:00",3514,1.822,209.5,58.19,3.806,12.84,-75.95,53.43
"2012-08-16 22:05:00",3515,1.722,204,22.45,2.813,13.35,-75.85,51.77
"2012-08-16 22:10:00",3516,2.244,198,47.52,3.613,13.09,-78.26,52.41
"2012-08-16 22:15:00",3517,1.102,124.9,39.68,2.087,12.85,-78.51,52.16
"2012-08-16 22:20:00",3518,0.378,149.6,40.77,1.176,12.71,-77.37,53.16
"2012-08-16 22:25:00",3519,0.926,135.5,26.47,1.457,12.35,-77.58,54.51
"2012-08-16 22:30:00",3520,0.565,246.3,67.66,1.414,12.06,-76.47,54.74
"2012-08-16 22:35:00",3521,1.007,182.8,76.15,2.878,11.94,-78.43,54.97
"2012-08-16 22:40:00",3522,1.246,159,52.14,3.456,12.55,-81,51.21
"2012-08-16 22:45:00",3523,1.373,86.3,23.17,2.169,12.47,-79.63,53.25
"2012-08-16 22:50:00",3524,2.18,74.79,13.09,3.453,12.09,-81,53.43
"2012-08-16 22:55:00",3525,1.78,91.5,7.386,2.551,11.88,-78.11,54.22
"2012-08-16 23:00:00",3526,0.904,89.4,21.59,1.62,11.49,-74.07,56.74
"2012-08-16 23:05:00",3527,0.554,59.64,18.79,0.885,11.14,-69.42,57.88
"2012-08-16 23:10:00",3528,0.417,128,32.47,0.787,10.78,-66.55,59.95
"2012-08-16 23:15:00",3529,0.281,239.9,8.94,1.006,10.27,-64.87,63.06
"2012-08-16 23:20:00",3530,0.912,219.3,17.28,1.653,9.37,-62.97,65.7
"2012-08-16 23:25:00",3531,0.548,30.99,16.79,1.117,9.03,-62.87,65.95
"2012-08-16 23:30:00",3532,1.138,50.25,11.77,1.607,9.95,-66,62.59
"2012-08-16 23:35:00",3533,1.178,51.68,19.58,1.633,10.77,-67.17,57.54
"2012-08-16 23:40:00",3534,0.79,32.88,32.93,1.13,10.71,-67.03,59.32
"2012-08-16 23:45:00",3535,1.037,10.99,39.46,1.437,10.3,-67.21,60.43
"2012-08-16 23:50:00",3536,1.903,18.7,17.5,3.041,10.38,-67.49,59.98
"2012-08-16 23:55:00",3537,1.728,48.8,10.82,2.437,10.59,-69.7,58.63
"2012-08-17 00:00:00",3538,1.372,261.9,45.67,2.672,10.82,-66.9,58.26
"2012-08-17 00:05:00",3539,1.21,353.5,32.14,1.967,11.07,-66.32,57.05
"2012-08-17 00:10:00",3540,1.233,340.2,24.04,1.728,10.83,-67.51,57.92
"2012-08-17 00:15:00",3541,0.916,347,30.31,1.372,11.03,-66.68,56.3
"2012-08-17 00:20:00",3542,0.664,88.9,51.22,1.45,10.85,-66.93,57.78
"2012-08-17 00:25:00",3543,0.817,158,50.69,1.343,9.92,-68.96,61.99
"2012-08-17 00:30:00",3544,1.361,140.7,26.14,1.764,8.58,-71.71,67.99
"2012-08-17 00:35:00",3545,1.646,102.1,26,2.114,8.83,-73.61,65.51
"2012-08-17 00:40:00",3546,1.897,63.51,17.83,2.568,9.57,-76.41,63.13
"2012-08-17 00:45:00",3547,1.358,154,46.24,2.744,9.29,-73.69,64.52
"2012-08-17 00:50:00",3548,2.153,30.15,76.01,4.361,9.51,-74.51,62.31
"2012-08-17 00:55:00",3549,1.02,143.4,38.19,1.803,9.47,-73.7,62.85
"2012-08-17 01:00:00",3550,1.65,100.9,55.39,2.604,9.28,-74.61,63.54
"2012-08-17 01:05:00",3551,1.092,133.5,43.31,1.519,9,-73.88,65.34
"2012-08-17 01:10:00",3552,1.232,163.8,42.4,2.375,8.47,-78.3,66.57
"2012-08-17 01:15:00",3553,1.194,52.44,17.45,2.114,9.29,-74.52,63.56
"2012-08-17 01:20:00",3554,1.042,21.23,61.48,2.267,8.72,-73.23,66.4
"2012-08-17 01:25:00",3555,1.123,153.9,54.79,1.725,9.04,-72.92,64.79
"2012-08-17 01:30:00",3556,0.528,84.2,40.32,0.954,8.32,-71.37,67.98
"2012-08-17 01:35:00",3557,0.947,145.1,33.29,1.134,7.797,-69.77,70.72
"2012-08-17 01:40:00",3558,1.381,133.3,31.94,1.607,6.681,-69.7,73.23
"2012-08-17 01:45:00",3559,1.331,107.5,38.2,1.836,5.655,-69.19,77.97
"2012-08-17 01:50:00",3560,0.915,122.7,44.19,1.931,5.587,-68.68,78.18
"2012-08-17 01:55:00",3561,0.82,139.3,67.72,1.908,5.52,-69.8,78.28
"2012-08-17 02:00:00",3562,1.166,171.7,16.45,1.392,5.498,-70.15,76.58
"2012-08-17 02:05:00",3563,0.95,149.6,15.48,1.107,4.816,-71.17,78.95
"2012-08-17 02:10:00",3564,0.839,125.6,38.44,1.46,4.692,-69.65,80.5
"2012-08-17 02:15:00",3565,1.646,162.6,52.18,2.816,4.894,-68.41,80.5
"2012-08-17 02:20:00",3566,0.86,103.1,59.97,1.336,5.563,-68.8,78.03
"2012-08-17 02:25:00",3567,0.787,211.6,35.96,1.503,5.37,-70.1,78.28
"2012-08-17 02:30:00",3568,1.173,165.7,16.93,1.885,5.527,-70.23,78.39
"2012-08-17 02:35:00",3569,1.077,161.1,27.6,1.49,6.462,-69.26,74.92
"2012-08-17 02:40:00",3570,0.434,320,82.8,1.107,8.03,-65.07,68.94
"2012-08-17 02:45:00",3571,0.962,26.95,57.82,1.61,8.31,-63.8,68.09
"2012-08-17 02:50:00",3572,1.024,113.5,14.98,1.865,7.534,-64.82,70.02
"2012-08-17 02:55:00",3573,1.393,136.9,42.01,2.198,5.862,-68.45,74.99
"2012-08-17 03:00:00",3574,1.512,106.9,26.4,2.065,6.117,-65.33,74.12
"2012-08-17 03:05:00",3575,1.259,130.9,56.86,2.911,5.233,-65.56,77.21
"2012-08-17 03:10:00",3576,0.396,113,67.52,1.088,4.926,-65.35,79.7
"2012-08-17 03:15:00",3577,1.463,124.7,24.93,2.623,5.768,-65.97,76.16
"2012-08-17 03:20:00",3578,1.5,126.8,45.19,2.169,5.289,-65.66,77.25
"2012-08-17 03:25:00",3579,0.952,194.1,47,1.516,5.056,-64.21,78.56
"2012-08-17 03:30:00",3580,0.812,183.1,60.06,1.95,4.662,-64.57,79.78
"2012-08-17 03:35:00",3581,1.12,168.1,44.3,1.793,4.378,-66.48,81.1
"2012-08-17 03:40:00",3582,0.934,135.4,21.83,1.555,4.379,-62.33,82.1
"2012-08-17 03:45:00",3583,0.743,156.9,49.83,1.542,4.319,-64.52,82.2
"2012-08-17 03:50:00",3584,0.969,199.5,25.64,1.209,4.078,-63.93,83.1
"2012-08-17 03:55:00",3585,0.983,130.8,47.38,1.424,3.988,-63.78,83.5
"2012-08-17 04:00:00",3586,1.703,91.9,6.504,2.074,4.102,-62.11,83.6
"2012-08-17 04:05:00",3587,0.879,129.2,41.65,1.156,4.065,-62.41,83.8
"2012-08-17 04:10:00",3588,0.945,226.7,36.49,1.568,3.973,-61.02,84.1
"2012-08-17 04:15:00",3589,0.4,90,30.94,1.036,4.05,-60.94,84.4
"2012-08-17 04:20:00",3590,1.576,21.57,16.9,2.93,5.467,-59.52,80.1
"2012-08-17 04:25:00",3591,1.101,14.34,54.22,2.225,7.723,-60.28,71.13
"2012-08-17 04:30:00",3592,2.113,25.57,14.09,2.914,8.41,-60.74,68.29
"2012-08-17 04:35:00",3593,1.547,23.57,61.07,2.078,8.81,-59.83,66.33
"2012-08-17 04:40:00",3594,0.801,142.9,36.55,1.235,7.152,-55.96,70.69
"2012-08-17 04:45:00",3595,1.137,142.7,20.69,1.483,5.285,-51.79,76.64
"2012-08-17 04:50:00",3596,0.812,126.2,36.11,1.486,4.323,-49.55,81.1
"2012-08-17 04:55:00",3597,1.162,120.7,26.74,2.084,3.685,-49.55,83.8
"2012-08-17 05:00:00",3598,1.289,116.5,25.23,1.806,3.426,-51.55,84.6
"2012-08-17 05:05:00",3599,0.784,144,44.58,1.558,3.454,-51.65,85.1
"2012-08-17 05:10:00",3600,1.86,106.9,15.27,2.212,3.63,-50.21,83.9
"2012-08-17 05:15:00",3601,1.641,90.7,14.51,2.065,3.637,-46.57,84.2
"2012-08-17 05:20:00",3602,1.167,80.3,15.52,1.545,3.676,-42.78,84.3
"2012-08-17 05:25:00",3603,0.767,90.1,10.16,1.16,3.569,-41.43,84.7
"2012-08-17 05:30:00",3604,0.995,88.8,11.43,1.512,3.565,-39.55,85.4
"2012-08-17 05:35:00",3605,0.408,113.2,26.97,1.169,3.684,-35.66,85.4
"2012-08-17 05:40:00",3606,0.213,206.9,16.11,0.47,3.709,-31.54,85.1
"2012-08-17 05:45:00",3607,0.649,112,25.24,1.352,3.65,-30.29,85.8
"2012-08-17 05:50:00",3608,0.677,137.4,22.78,1.009,3.727,-29.89,85.3
"2012-08-17 05:55:00",3609,0.583,139.9,19.04,0.843,4.008,-29.25,84.3
"2012-08-17 06:00:00",3610,0.304,314.5,82.6,0.794,4.305,-28.74,83.4
"2012-08-17 06:05:00",3611,1.36,79.86,7.475,1.836,4.542,-29.53,82.7
"2012-08-17 06:10:00",3612,0.364,129.5,57,1.013,4.822,-30.75,81.7
"2012-08-17 06:15:00",3613,1.261,91,14.37,1.908,4.836,-30.68,80.6
"2012-08-17 06:20:00",3614,0.597,188.9,50.2,1.467,4.814,-29.05,81.4
"2012-08-17 06:25:00",3615,1.018,123.3,44.57,1.666,4.849,-26.48,81.7
"2012-08-17 06:30:00",3616,0.384,146.1,37.27,1.029,5.277,-23.38,80.7
"2012-08-17 06:35:00",3617,1.228,98.1,32.02,2.104,4.969,-22.74,80.8
"2012-08-17 06:40:00",3618,0.936,143.7,22.92,1.287,4.696,-22.49,81.8
"2012-08-17 06:45:00",3619,1.054,115.1,27.55,1.62,4.554,-21.75,82.9
"2012-08-17 06:50:00",3620,1.179,103.5,11.98,1.757,4.792,-21.21,82.6
"2012-08-17 06:55:00",3621,0.612,120.5,14.18,0.826,5.027,-20.68,82
"2012-08-17 07:00:00",3622,1.524,103.2,9.88,2.038,5.006,-21.24,82.6
"2012-08-17 07:05:00",3623,0.87,108.2,17.67,1.441,5.143,-19.69,81.9
"2012-08-17 07:10:00",3624,1.032,76.29,13.51,1.241,5.267,-17.58,81.3
"2012-08-17 07:15:00",3625,0.954,84.7,9.53,1.277,5.135,-14.42,82.3
"2012-08-17 07:20:00",3626,1.625,98.9,22.49,2.3,5.315,-11.73,81.8
"2012-08-17 07:25:00",3627,1.28,118.1,20.88,1.715,5.735,-11.9,79.78
"2012-08-17 07:30:00",3628,1.013,114.7,21.01,1.284,6.016,-12.95,78.94
"2012-08-17 07:35:00",3629,0.883,95.5,13,1.431,6.072,-13.43,78.88
"2012-08-17 07:40:00",3630,0.718,99.6,22.81,1.29,6.043,-11.19,78.9
"2012-08-17 07:45:00",3631,0.705,109.5,26.91,1.365,6.053,-7.732,78.84
"2012-08-17 07:50:00",3632,0.983,105.3,15.06,1.339,6.18,-2.848,78.8
"2012-08-17 07:55:00",3633,0.395,141.1,26.59,0.725,6.277,-0.687,78.79
"2012-08-17 08:00:00",3634,0.028,121.3,2.777,0.261,6.354,-2.213,78.64
"2012-08-17 08:05:00",3635,0.08,238.1,16.49,0.216,6.4,-1.195,78.18
"2012-08-17 08:10:00",3636,0.045,144.2,32.72,0.134,6.552,3.255,77.57
"2012-08-17 08:15:00",3637,0.108,41.47,6.137,0.389,6.65,6.892,78.28
"2012-08-17 08:20:00",3638,0.618,134.4,18.62,1.401,6.677,10.38,78.86
"2012-08-17 08:25:00",3639,1.214,107.3,12.79,1.61,6.655,15.26,78.62
"2012-08-17 08:30:00",3640,1.126,110.9,17.32,1.522,6.905,20.12,78.03
"2012-08-17 08:35:00",3641,1.336,98.8,15.12,2.359,7.156,25.48,77.75
"2012-08-17 08:40:00",3642,1.969,82.8,14.63,2.538,7.326,28.07,76.16
"2012-08-17 08:45:00",3643,2.981,47,21.05,3.541,7.868,28.63,71.66
"2012-08-17 08:50:00",3644,1.449,355.6,24.18,1.748,8.48,30.82,69.17
"2012-08-17 08:55:00",3645,0.531,224.4,42.51,1.183,8.53,29.19,69.35
"2012-08-17 09:00:00",3646,0.681,130,14.36,1.114,8.54,35.57,68.65
"2012-08-17 09:05:00",3647,0.588,97.9,14.92,1.117,8.65,48.69,68.94
"2012-08-17 09:10:00",3648,0.929,94.8,18.39,1.467,8.67,51.06,70.75
"2012-08-17 09:15:00",3649,1.725,84.9,10.41,2.267,8.6,49.79,72.26
"2012-08-17 09:20:00",3650,1.85,95,16.6,2.215,8.47,58.3,72.74
"2012-08-17 09:25:00",3651,1.448,99.9,6.71,2.218,8.56,70.04,72.28
"2012-08-17 09:30:00",3652,1.167,88.5,30.15,1.94,8.75,80.7,71.48
"2012-08-17 09:35:00",3653,1.547,91.4,15.93,2.329,8.97,75.86,70.35
"2012-08-17 09:40:00",3654,1.194,109.7,34.5,1.989,9.12,65.18,70.33
"2012-08-17 09:45:00",3655,0.823,116.1,28.32,1.617,9.22,60.95,69.61
"2012-08-17 09:50:00",3656,0.797,115.4,34.83,1.846,9.32,70.89,69.46
"2012-08-17 09:55:00",3657,1.333,114.9,20.05,1.823,9.31,88.2,69.11
"2012-08-17 10:00:00",3658,1.062,125.3,32.69,1.666,9.44,103.3,69.02
"2012-08-17 10:05:00",3659,1.202,114.8,13.58,1.712,9.57,95.6,68.28
"2012-08-17 10:10:00",3660,0.767,129.1,27.78,1.232,9.68,98.6,68.67
"2012-08-17 10:15:00",3661,0.931,108.6,19.58,1.705,9.85,105.5,68.19
"2012-08-17 10:20:00",3662,1.652,101.5,7.467,2.372,9.87,118.2,67.18
"2012-08-17 10:25:00",3663,1.08,90.9,32.82,1.744,9.97,137.1,67.78
"2012-08-17 10:30:00",3664,1.488,91.1,18.37,2.241,10.08,139.1,66.63
"2012-08-17 10:35:00",3665,2.025,98.6,15.69,2.381,10.21,147.5,66.15
"2012-08-17 10:40:00",3666,1.127,151,71.35,1.663,10.25,144.4,65.62
"2012-08-17 10:45:00",3667,1.278,229.2,11.01,1.947,10.18,147.4,63.47
"2012-08-17 10:50:00",3668,0.888,237.5,16.72,1.238,9.98,166.9,64.8
"2012-08-17 10:55:00",3669,0.654,311.4,48.25,1.215,10.31,238,64.57
"2012-08-17 11:00:00",3670,1.285,314.3,37.04,1.885,10.6,283.6,62.56
"2012-08-17 11:05:00",3671,1.591,276.1,21.04,2.649,10.5,238.2,64.81
"2012-08-17 11:10:00",3672,2.189,235.4,19.24,2.679,10.45,213.8,65.42
"2012-08-17 11:15:00",3673,2.699,254.5,13.11,3.146,10.42,250.5,64.23
"2012-08-17 11:20:00",3674,2.459,255.3,10.75,3.018,10.53,295.3,63.44
"2012-08-17 11:25:00",3675,1.622,254.1,22.01,2.071,10.93,330.8,62.62
"2012-08-17 11:30:00",3676,1.658,250.3,23.53,2.555,11.21,349.3,61.43
"2012-08-17 11:35:00",3677,1.669,258.1,17.07,1.98,11.38,357.3,60.89
"2012-08-17 11:40:00",3678,2.438,254,17.02,3.005,11.36,388.8,60.53
"2012-08-17 11:45:00",3679,2.332,268.4,13.69,2.813,11.35,380.2,59.27
"2012-08-17 11:50:00",3680,2.398,258.4,10.3,2.842,11.39,381.5,59.2
"2012-08-17 11:55:00",3681,2.062,253.4,14.9,2.78,11.43,332.3,57.93
"2012-08-17 12:00:00",3682,2.228,266.2,16.97,2.669,11.33,251.8,59.45
"2012-08-17 12:05:00",3683,1.595,252.3,26.87,1.924,11.28,202.6,60.52
"2012-08-17 12:10:00",3684,2.151,239.3,17.73,2.545,11.25,269.8,61.12
"2012-08-17 12:15:00",3685,1.854,237,14.98,2.202,11.31,283.8,60.96
"2012-08-17 12:20:00",3686,2.286,237,14.59,2.842,11.62,354.6,62.45
"2012-08-17 12:25:00",3687,2.437,237.8,13.08,3.241,11.86,415.6,61.62
"2012-08-17 12:30:00",3688,2.708,246.3,14.39,3.388,11.94,422.8,61.09
"2012-08-17 12:35:00",3689,2.422,241.8,18.65,3.133,11.91,418.9,59.91
"2012-08-17 12:40:00",3690,2.089,244.5,17.5,2.731,12.23,410.7,59.22
"2012-08-17 12:45:00",3691,2.282,236.2,15.89,2.852,12.31,436.5,59.26
"2012-08-17 12:50:00",3692,2.233,231.4,18.36,2.653,12.47,463.3,58.57
"2012-08-17 12:55:00",3693,2.838,238.6,10.79,3.41,12.32,463.5,56.74
"2012-08-17 13:00:00",3694,2.658,244.6,21.98,3.175,12.41,461.1,57.41
"2012-08-17 13:05:00",3695,2.186,244.1,17.5,2.95,12.46,349.1,58.81
"2012-08-17 13:10:00",3696,1.739,255,14.59,2.084,12.24,232.7,59.95
"2012-08-17 13:15:00",3697,1.406,283.5,14.42,2.019,12.25,292.8,60.18
"2012-08-17 13:20:00",3698,2.059,275.3,15.94,2.568,12.52,299,55.66
"2012-08-17 13:25:00",3699,2.187,271.3,19.39,2.855,12.49,455.5,56.11
"2012-08-17 13:30:00",3700,2.072,267.3,16.89,2.512,12.29,522.1,57.13
"2012-08-17 13:35:00",3701,1.623,282.8,30.92,2.244,12.45,542.2,58.55
"2012-08-17 13:40:00",3702,2.08,267.3,18.58,2.685,12.64,534.9,58.19
"2012-08-17 13:45:00",3703,2.26,253.9,9.1,2.898,13.04,497.9,56.34
"2012-08-17 13:50:00",3704,1.455,249.3,10.23,2.254,13.19,469.9,55.99
"2012-08-17 13:55:00",3705,1.932,273.4,10.54,2.388,13.35,486.4,52.34
"2012-08-17 14:00:00",3706,2.187,263.5,12.31,2.898,13.25,480,55.6
"2012-08-17 14:05:00",3707,2.279,249.1,10.1,2.715,13.32,490.9,53.18
"2012-08-17 14:10:00",3708,2.599,253.9,11.68,3.097,13.24,486,54.03
"2012-08-17 14:15:00",3709,2.002,248.3,13.16,2.372,13.61,480,53.77
"2012-08-17 14:20:00",3710,2.233,258.5,13.51,2.724,13.88,477.1,53.94
"2012-08-17 14:25:00",3711,2.677,260.3,9.62,3.1,13.81,489.1,52.64
"2012-08-17 14:30:00",3712,2.136,260.7,19.08,2.718,13.88,480.3,53.36
"2012-08-17 14:35:00",3713,2.081,280.3,16.07,2.581,13.67,477.1,52
"2012-08-17 14:40:00",3714,1.76,274.5,14.66,2.163,13.72,472.2,52.03
"2012-08-17 14:45:00",3715,1.647,277.6,14.81,2.166,13.84,463.9,52.28
"2012-08-17 14:50:00",3716,1.188,301,30.36,1.689,14.26,461.6,51.24
"2012-08-17 14:55:00",3717,1.298,300,23.77,1.601,14.49,456.6,51.97
"2012-08-17 15:00:00",3718,1.664,276.1,14.71,2.035,14.42,455.1,49.63
"2012-08-17 15:05:00",3719,1.871,272.9,4.494,2.349,14.08,454.3,50.79
"2012-08-17 15:10:00",3720,1.48,305.4,15.44,2.362,14.51,458.6,51.25
"2012-08-17 15:15:00",3721,1.931,320.9,9.59,2.274,14.31,455.9,49.3
"2012-08-17 15:20:00",3722,2.019,315.6,10.41,2.443,14,460.6,50.88
"2012-08-17 15:25:00",3723,2.109,319.8,7.372,2.381,13.87,454.7,50.9
"2012-08-17 15:30:00",3724,1.531,326.6,20.78,2.27,14.06,430.2,54.66
"2012-08-17 15:35:00",3725,1.466,332.1,10.56,1.993,14.54,409.3,52.43
"2012-08-17 15:40:00",3726,1.451,322.9,19.83,1.911,14.54,449.3,51.27
"2012-08-17 15:45:00",3727,1.532,318.6,23.9,2.172,14.57,449.7,49.33
"2012-08-17 15:50:00",3728,1.177,320.4,21.08,1.591,14.46,411.2,50.62
"2012-08-17 15:55:00",3729,1.26,318.3,27.32,1.993,14.3,431.2,52.37
"2012-08-17 16:00:00",3730,1.269,309.5,18.82,1.757,14.27,429.3,53.96
"2012-08-17 16:05:00",3731,1.242,286.6,21.81,1.842,14.4,420.1,53.22
"2012-08-17 16:10:00",3732,1.007,311.9,20.84,1.447,14.39,412.2,53.3
"2012-08-17 16:15:00",3733,1.454,349.7,32.78,2.136,14.31,413.3,57.91
"2012-08-17 16:20:00",3734,1.143,323.5,30.26,1.712,14.05,408.7,57.39
"2012-08-17 16:25:00",3735,1.787,359.9,22.56,2.365,13.97,370.1,56.31
"2012-08-17 16:30:00",3736,1.917,3.707,9.07,2.159,13.61,256.8,59.17
"2012-08-17 16:35:00",3737,1.58,353.7,29.91,2.29,13.32,259.6,61.32
"2012-08-17 16:40:00",3738,2.096,357.2,41.61,3.136,13.38,229.2,61.31
"2012-08-17 16:45:00",3739,2.876,355.1,12.1,3.574,12.87,328.7,64.37
"2012-08-17 16:50:00",3740,2.684,5.99,14.82,3.146,13.32,407.1,61.22
"2012-08-17 16:55:00",3741,3.309,353.7,28.42,3.717,13.65,387.1,58.25
"2012-08-17 17:00:00",3742,3.049,358.2,8.17,3.577,13.58,369.7,59.98
"2012-08-17 17:05:00",3743,3.102,0.84,17,3.724,13.65,349.2,58.29
"2012-08-17 17:10:00",3744,2.502,5.443,10.07,3.149,13.84,347.9,58.44
"2012-08-17 17:15:00",3745,2.737,7.292,15,3.172,13.88,323,55.88
"2012-08-17 17:20:00",3746,2.414,9.9,14.28,3.371,13.95,295.9,56.43
"2012-08-17 17:25:00",3747,2.425,6.112,6.29,3.231,14.14,266.7,56.45
"2012-08-17 17:30:00",3748,2.522,6.508,14.75,3.629,13.73,187.6,57.52
"2012-08-17 17:35:00",3749,2.517,6.074,10.7,3.374,13.42,109.8,58.83
"2012-08-17 17:40:00",3750,2.471,3.789,14.12,3.031,13,98.9,61.45
"2012-08-17 17:45:00",3751,2.271,7.943,13.55,2.734,13.07,266.4,61.18
"2012-08-17 17:50:00",3752,2.691,2.03,15.17,3.244,13.51,288.8,59.96
"2012-08-17 17:55:00",3753,2.589,3.485,23.26,3.397,13.58,124.3,59.9
"2012-08-17 18:00:00",3754,1.683,10.35,17.52,2.14,13.03,43.96,62.51
"2012-08-17 18:05:00",3755,1.977,4.146,16.77,2.754,12.81,117,63.67
"2012-08-17 18:10:00",3756,2.381,18.51,15.38,2.803,13.33,247.5,59.49
"2012-08-17 18:15:00",3757,2.545,358.9,16.86,3.156,13.55,187,59.1
"2012-08-17 18:20:00",3758,2.167,355,17.18,2.764,13.9,184.7,56.07
"2012-08-17 18:25:00",3759,2.082,1.79,14.78,2.545,13.9,110.1,54.93
"2012-08-17 18:30:00",3760,1.228,23.83,36.4,2.264,13.56,113.8,56.39
"2012-08-17 18:35:00",3761,1.319,0.561,17.53,1.754,13.61,169.8,61.53
"2012-08-17 18:40:00",3762,1.97,5.872,8.31,2.492,13.76,171.1,58.82
"2012-08-17 18:45:00",3763,1.879,357.5,15.97,2.385,13.75,122.3,58.5
"2012-08-17 18:50:00",3764,1.015,336.1,26.75,1.294,13.63,70.92,59.95
"2012-08-17 18:55:00",3765,0.478,314.2,24.85,1.153,13.44,76.76,61.08
"2012-08-17 19:00:00",3766,1.304,261.7,20.13,1.888,13.13,84.4,61.57
"2012-08-17 19:05:00",3767,1.25,323.2,22.85,1.624,13.14,79.97,59.55
"2012-08-17 19:10:00",3768,0.496,256.8,27.44,1.395,13.22,60.53,61.5
"2012-08-17 19:15:00",3769,0.136,322.7,32.94,0.402,13.27,43.72,61.04
"2012-08-17 19:20:00",3770,0.437,22.9,9.31,0.666,13.25,24.58,60.13
"2012-08-17 19:25:00",3771,0.114,42.09,10.72,0.392,13.23,15.46,60.36
"2012-08-17 19:30:00",3772,0.229,10.71,27.63,0.83,13.24,14.37,59.67
"2012-08-17 19:35:00",3773,0,0,0,0,13.26,8.07,59.91
"2012-08-17 19:40:00",3774,0,0,0,0,13.29,3.301,60.88
"2012-08-17 19:45:00",3775,0.358,54.81,16.28,0.758,13.27,4.52,58.71
"2012-08-17 19:50:00",3776,0.222,38.93,38.01,0.751,13.24,7.745,58.86
"2012-08-17 19:55:00",3777,0.217,72.1,11.53,0.457,13.24,7.389,58.1
"2012-08-17 20:00:00",3778,0.349,126.4,14.27,0.624,13.25,6.069,60.23
"2012-08-17 20:05:00",3779,0.458,111.8,16.68,0.722,13.21,5.84,61.21
"2012-08-17 20:10:00",3780,0.314,139.7,16.59,0.523,13.2,3.707,60.26
"2012-08-17 20:15:00",3781,0.271,165.6,14.05,0.493,13.24,-0.025,62
"2012-08-17 20:20:00",3782,0.161,182.9,5.747,0.735,13.2,-3.326,62.19
"2012-08-17 20:25:00",3783,0.005,233.1,14.09,0.029,13.19,-11.93,63.38
"2012-08-17 20:30:00",3784,0.064,246.5,35.36,0.252,13.12,-19.1,64.28
"2012-08-17 20:35:00",3785,0.581,112.4,21.61,1.127,13.07,-29.53,62.28
"2012-08-17 20:40:00",3786,0.153,128,24.4,0.647,13.11,-27.93,63.71
"2012-08-17 20:45:00",3787,0,0,0,0,13.04,-30.14,64.42
"2012-08-17 20:50:00",3788,0.003,163.2,0,0.029,12.99,-29.86,64.58
"2012-08-17 20:55:00",3789,0.086,113.1,11.21,0.209,12.91,-28.98,66.96
"2012-08-17 21:00:00",3790,0.358,133.7,10.68,0.624,12.87,-32.76,64.66
"2012-08-17 21:05:00",3791,0.011,153.9,0,0.114,12.89,-30.65,66.95
"2012-08-17 21:10:00",3792,0.057,226.2,1.106,0.291,12.69,-31.44,70.99
"2012-08-17 21:15:00",3793,0.018,226.4,0,0.176,12.36,-31.85,72.75
"2012-08-17 21:20:00",3794,0,0,0,0,12.17,-29.74,76.99
"2012-08-17 21:25:00",3795,0.106,240.5,2.286,0.66,11.93,-30.12,76.88
"2012-08-17 21:30:00",3796,1.004,217.8,12.81,1.806,11.76,-33.93,73.85
"2012-08-17 21:35:00",3797,2.044,223,10.44,2.45,11.9,-49.56,73.44
"2012-08-17 21:40:00",3798,2.755,231.7,16.17,3.554,11.91,-78.56,73.31
"2012-08-17 21:45:00",3799,2.509,220,20.02,2.907,11.64,-77.96,74.89
