"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:Duke_River_May2011.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2011-06-25 16:10:00",12151,7.339,109.2,13.55,8.97,10.83,449,59.89
"2011-06-25 16:15:00",12152,5.952,105.9,19.17,7.869,10.75,443,60.28
"2011-06-25 16:20:00",12153,6.757,111.7,11.83,8.45,10.49,345,61.77
"2011-06-25 16:25:00",12154,7.043,122.4,5.739,8.06,10.62,506.9,62.06
"2011-06-25 16:30:00",12155,6.968,112.9,6.651,8.41,10.62,296.1,62.09
"2011-06-25 16:35:00",12156,6.976,121.8,8.89,8.89,10.53,402,63.33
"2011-06-25 16:40:00",12157,6.507,114.5,8.51,7.869,10.45,278.2,63.85
"2011-06-25 16:45:00",12158,6.218,113.5,5.45,7.239,10.39,177.3,63.82
"2011-06-25 16:50:00",12159,6.616,110.7,13.22,7.673,10.17,315.5,65.47
"2011-06-25 16:55:00",12160,6.234,116.2,7.004,7.585,10.14,143.1,66.04
"2011-06-25 17:00:00",12161,6.412,124.2,15.76,7.579,10.19,223.9,65.36
"2011-06-25 17:05:00",12162,6.019,118.4,8.35,7.056,10.2,127.8,65.84
"2011-06-25 17:10:00",12163,6.082,113.2,6.845,7.353,10.02,79.6,66.87
"2011-06-25 17:15:00",12164,5.741,105.9,12.7,7.389,10,361,66.27
"2011-06-25 17:20:00",12165,5.24,104.5,9.39,6.118,10,115.3,66.14
"2011-06-25 17:25:00",12166,6.124,114.8,8.37,7.268,9.9,47.94,67.15
"2011-06-25 17:30:00",12167,6.13,119,6.006,6.961,9.79,40.09,68.37
"2011-06-25 17:35:00",12168,6.496,114.9,6.27,7.52,9.65,46.76,69.68
"2011-06-25 17:40:00",12169,6.385,117.1,8.02,7.193,9.57,164.7,70.08
"2011-06-25 17:45:00",12170,5.443,114.9,9.3,6.844,9.7,67.99,68.51
"2011-06-25 17:50:00",12171,6.365,118.3,7.611,7.768,9.67,101.1,69.51
"2011-06-25 17:55:00",12172,5.572,122.9,5.866,6.902,9.76,262.7,68.52
"2011-06-25 18:00:00",12173,6.644,110.2,6.062,7.784,9.95,309.1,68.15
"2011-06-25 18:05:00",12174,6.168,119,8.27,6.987,9.92,154.1,67.69
"2011-06-25 18:10:00",12175,5.614,116.9,10.21,6.39,10,310.2,67.92
"2011-06-25 18:15:00",12176,6.277,114.4,7.753,7.468,9.93,130.8,68.03
"2011-06-25 18:20:00",12177,6.718,119.6,9.41,8.23,9.89,211.5,66.51
"2011-06-25 18:25:00",12178,6.846,117.4,4.523,8.37,9.89,172.8,65.71
"2011-06-25 18:30:00",12179,6.393,120.8,9.64,7.569,9.92,259,64.8
"2011-06-25 18:35:00",12180,6.959,118.2,4.483,9.12,9.99,239.8,63.92
"2011-06-25 18:40:00",12181,7.767,121.9,3.411,9.39,9.95,192.9,63.51
"2011-06-25 18:45:00",12182,8.41,120.9,4.932,8.97,9.95,169.5,62.93
"2011-06-25 18:50:00",12183,7.772,112.3,11.99,9.13,9.88,165.3,62.62
"2011-06-25 18:55:00",12184,7.922,117.2,12.03,8.91,9.89,159.7,61.82
"2011-06-25 19:00:00",12185,7.898,120.8,4.657,8.72,9.83,154.8,63.36
"2011-06-25 19:05:00",12186,8.23,121.2,5.952,9.21,9.75,133.4,63.6
"2011-06-25 19:10:00",12187,7.967,118.2,7.306,8.92,9.64,131.3,64.46
"2011-06-25 19:15:00",12188,7.037,121,4.864,8.07,9.59,134.4,64.93
"2011-06-25 19:20:00",12189,6.069,121.8,14.05,8.2,9.37,147.4,66.33
"2011-06-25 19:25:00",12190,5.129,110.6,12.93,6.716,9.41,150.1,66.03
"2011-06-25 19:30:00",12191,5.496,109.7,8.82,6.295,9.17,123.7,70.5
"2011-06-25 19:35:00",12192,5.55,112.8,10.79,6.279,8.9,93.6,72.26
"2011-06-25 19:40:00",12193,6.346,118.9,13.51,7.464,8.62,66.49,73.94
"2011-06-25 19:45:00",12194,6.555,124.4,6.571,7.569,8.57,57.33,73.45
"2011-06-25 19:50:00",12195,6.403,121.4,6.147,7.098,8.55,70.91,72.81
"2011-06-25 19:55:00",12196,5.794,112.4,5.436,6.582,8.51,89.5,75.01
"2011-06-25 20:00:00",12197,5.635,116.5,4.064,6.154,8.49,121.1,73.97
"2011-06-25 20:05:00",12198,5.508,115.4,7.637,6.109,8.67,136,72.47
"2011-06-25 20:10:00",12199,5.769,122.8,6,6.363,8.72,131.3,70.94
"2011-06-25 20:15:00",12200,5.676,139.3,8.39,6.504,8.79,130.7,67.76
"2011-06-25 20:20:00",12201,4.648,125.1,9.78,5.383,9,101.3,66.19
"2011-06-25 20:25:00",12202,5.161,129,6.04,6.145,8.93,79.45,67.31
"2011-06-25 20:30:00",12203,4.658,128.7,11.42,5.459,8.83,70.44,66.53
"2011-06-25 20:35:00",12204,4.257,124.5,4.173,5.315,8.83,65.14,66.13
"2011-06-25 20:40:00",12205,4.243,123.8,15.3,5.896,8.82,62.16,65.35
"2011-06-25 20:45:00",12206,5.805,123.4,8.04,6.978,8.63,57.01,67.93
"2011-06-25 20:50:00",12207,5.729,123.8,8.09,6.762,8.37,51.34,69.68
"2011-06-25 20:55:00",12208,5.676,125.4,5.83,6.755,7.925,44.97,76.04
"2011-06-25 21:00:00",12209,6.554,126.8,5.112,7,7.599,42.01,78.38
"2011-06-25 21:05:00",12210,7.102,127.2,4.369,7.51,7.4,39.62,80.1
"2011-06-25 21:10:00",12211,6.717,126.3,3.294,8.11,7.231,38.79,81.8
"2011-06-25 21:15:00",12212,6.079,130.3,9.8,6.804,7.052,36.39,83.3
"2011-06-25 21:20:00",12213,5.747,131,17.27,6.243,6.94,32.3,82.9
"2011-06-25 21:25:00",12214,5.896,141,6.231,6.87,7.06,27.03,81.1
"2011-06-25 21:30:00",12215,5.523,148.6,3.772,6.265,6.997,22.46,79.79
"2011-06-25 21:35:00",12216,6.068,138.4,8.97,6.53,7.242,19.15,77.26
"2011-06-25 21:40:00",12217,5.795,147.1,13.34,6.497,7.394,16.77,77.09
"2011-06-25 21:45:00",12218,4.483,169.1,16.96,5.563,7.114,15.76,79.62
"2011-06-25 21:50:00",12219,4.345,171.1,3.842,4.714,6.825,13,80.5
"2011-06-25 21:55:00",12220,4.356,172.7,11.04,5.089,6.85,6.225,81
"2011-06-25 22:00:00",12221,4.851,157.2,9.49,5.691,6.868,1.355,79.59
"2011-06-25 22:05:00",12222,5.008,150.4,8.86,5.991,6.453,-2.259,82.5
"2011-06-25 22:10:00",12223,4.99,148.8,15.02,5.704,6.44,-1.531,81.5
"2011-06-25 22:15:00",12224,4.242,157.2,16.2,5.174,6.612,-3.866,79.82
"2011-06-25 22:20:00",12225,4.72,142.9,5.085,5.282,6.733,-3.539,79.38
"2011-06-25 22:25:00",12226,4.653,164.8,8.31,5.201,6.577,-7.33,80.5
"2011-06-25 22:30:00",12227,4.855,168.4,9.41,5.429,6.309,-10.02,83
"2011-06-25 22:35:00",12228,4.709,165.5,9.86,5.442,6.169,-13.63,84.3
"2011-06-25 22:40:00",12229,4.347,159.2,4.902,4.717,5.956,-17.62,85.3
"2011-06-25 22:45:00",12230,3.382,149.6,7.303,3.766,5.878,-22.06,84.9
"2011-06-25 22:50:00",12231,3.062,123.7,11.13,3.704,6.343,-24.47,81.5
"2011-06-25 22:55:00",12232,2.349,129.3,9.8,2.914,6.043,-29.6,83.8
"2011-06-25 23:00:00",12233,2.928,126.9,13.89,3.374,5.874,-31.33,84.7
"2011-06-25 23:05:00",12234,2.683,138.4,14.18,3.061,5.895,-36.1,84.5
"2011-06-25 23:10:00",12235,2.664,148.1,19.79,3.708,6.26,-41.59,78.62
"2011-06-25 23:15:00",12236,2.697,121.7,11.89,4.995,6.273,-45.66,81.5
"2011-06-25 23:20:00",12237,2.865,126.9,11.64,3.557,5.817,-48.72,84.7
"2011-06-25 23:25:00",12238,2.11,127.1,9.22,2.613,5.881,-49.9,82.4
"2011-06-25 23:30:00",12239,2.387,136.2,13.56,4.335,5.963,-51.69,82.1
"2011-06-25 23:35:00",12240,4.441,119.5,8.1,4.822,5.786,-51.09,85
"2011-06-25 23:40:00",12241,3.6,132.8,6.756,4.129,5.633,-53.55,85.4
"2011-06-25 23:45:00",12242,4.027,128.6,10.51,4.436,5.535,-53.62,86.6
"2011-06-25 23:50:00",12243,4.51,137.3,9.94,5.148,5.589,-53.6,85.6
"2011-06-25 23:55:00",12244,4.327,143.2,6.956,5.014,5.608,-56.89,84.8
"2011-06-26 00:00:00",12245,3.36,162.3,10.51,4.214,5.457,-61.74,83.9
"2011-06-26 00:05:00",12246,3.386,164.1,6.323,4.005,5.155,-63.52,85.9
"2011-06-26 00:10:00",12247,3.218,166.7,6.083,3.388,5.075,-65.33,86.6
"2011-06-26 00:15:00",12248,3.157,147.9,12,4.305,5.146,-62.21,86.2
"2011-06-26 00:20:00",12249,4.652,138.5,11.07,5.364,5.197,-59.23,87.7
"2011-06-26 00:25:00",12250,4.231,142.9,7.487,5.514,5.207,-59.95,86.8
"2011-06-26 00:30:00",12251,3.496,147.8,6.946,4.632,5.191,-62.99,86.7
"2011-06-26 00:35:00",12252,2.125,157.7,15.59,3.107,5.046,-64,86.3
"2011-06-26 00:40:00",12253,2.7,158.9,11.58,3.404,4.804,-64.1,87.4
"2011-06-26 00:45:00",12254,3.141,141.5,6.731,3.665,4.87,-61.84,87.7
"2011-06-26 00:50:00",12255,3.518,139.6,5.237,4.263,5.006,-60.93,86.8
"2011-06-26 00:55:00",12256,3.328,127.2,8.62,3.992,4.983,-59.63,86.9
"2011-06-26 01:00:00",12257,3.068,115.8,6.024,3.757,4.962,-61.06,87.2
"2011-06-26 01:05:00",12258,3.591,123.1,7.602,3.989,4.842,-59.03,88.5
"2011-06-26 01:10:00",12259,3.184,110.7,11.17,4.358,4.889,-61.69,88
"2011-06-26 01:15:00",12260,4.825,136.3,9.89,6.076,4.766,-59.96,90.2
"2011-06-26 01:20:00",12261,3.757,154,8.77,4.469,4.806,-62.42,89.4
"2011-06-26 01:25:00",12262,4.099,142.1,8.89,5.367,4.916,-60.87,88.7
"2011-06-26 01:30:00",12263,4.057,145.4,12.27,4.942,4.846,-61.37,87.6
"2011-06-26 01:35:00",12264,5.259,133,10.11,6.53,5.08,-60.99,86.9
"2011-06-26 01:40:00",12265,4.888,147.9,13.74,5.824,5.085,-61.27,86.7
"2011-06-26 01:45:00",12266,5.649,131.2,13.45,6.52,5.131,-61.55,86
"2011-06-26 01:50:00",12267,6.427,129.6,4.231,7.154,5.24,-58.41,85.5
"2011-06-26 01:55:00",12268,6.547,130.2,4.286,7.219,5.214,-59.84,85
"2011-06-26 02:00:00",12269,6.687,130.9,6.172,7.311,5.121,-59.96,85.3
"2011-06-26 02:05:00",12270,7.017,128.4,5.017,7.958,5.052,-59.29,85.8
"2011-06-26 02:10:00",12271,7.146,129.4,6.292,7.677,5.09,-59.19,85.5
"2011-06-26 02:15:00",12272,5.73,133.7,5.673,6.703,5.065,-60.72,85.4
"2011-06-26 02:20:00",12273,3.93,136,7.695,4.812,4.962,-63.08,85.2
"2011-06-26 02:25:00",12274,3.462,134.7,8.86,4.874,5.054,-61.5,83.7
"2011-06-26 02:30:00",12275,3.304,148.9,10.7,4.43,5.198,-66.17,82.1
"2011-06-26 02:35:00",12276,3.365,143.7,10.09,4.616,5.129,-61.75,83
"2011-06-26 02:40:00",12277,3.044,138.3,5.802,3.531,5.098,-60.72,82.4
"2011-06-26 02:45:00",12278,3.018,141,11.89,3.619,5.138,-59.46,81.3
"2011-06-26 02:50:00",12279,3.049,142.3,8.18,3.567,5.269,-65.01,79.28
"2011-06-26 02:55:00",12280,2.725,145.8,11.29,3.668,5.448,-63.15,78.05
"2011-06-26 03:00:00",12281,2.054,143,15.79,2.849,5.392,-61.25,77.29
"2011-06-26 03:05:00",12282,1.94,135.4,14.97,2.247,5.517,-62.3,76.4
"2011-06-26 03:10:00",12283,2.388,151.3,14.38,2.989,5.5,-62,74.91
"2011-06-26 03:15:00",12284,2.394,153.7,21.89,2.93,5.339,-60.22,76.86
"2011-06-26 03:20:00",12285,2.209,158,21.97,2.924,5.33,-64.94,78.11
"2011-06-26 03:25:00",12286,1.112,143.9,23.29,1.483,5.328,-61.52,77.58
"2011-06-26 03:30:00",12287,1.292,141,15.71,1.686,5.428,-60.19,74.31
"2011-06-26 03:35:00",12288,2.307,175.6,24.49,2.734,5.042,-62.4,76.06
"2011-06-26 03:40:00",12289,2.423,195,21.32,3.293,4.632,-65.51,79.07
"2011-06-26 03:45:00",12290,3.193,189.9,6.096,3.394,4.557,-67.52,78.61
"2011-06-26 03:50:00",12291,2.977,183.5,10.05,3.466,4.484,-65.59,78.46
"2011-06-26 03:55:00",12292,2.7,181.7,12.21,3.378,4.701,-67.52,75.66
"2011-06-26 04:00:00",12293,2.309,173.4,21.4,3.192,4.882,-59.99,76.77
"2011-06-26 04:05:00",12294,2.916,177.9,14.04,3.286,4.817,-64.38,75.49
"2011-06-26 04:10:00",12295,3.017,195.1,5.414,3.482,5.024,-68.68,73.77
"2011-06-26 04:15:00",12296,2.963,187.6,7.242,3.521,5.476,-65.46,71.77
"2011-06-26 04:20:00",12297,2.784,186.9,4.105,3.018,5.291,-64.91,71.65
"2011-06-26 04:25:00",12298,1.75,170.3,17.99,2.166,5.103,-60.01,72.28
"2011-06-26 04:30:00",12299,2.737,162.8,17.53,3.283,4.889,-60.14,75.62
"2011-06-26 04:35:00",12300,2.463,172.4,8.54,3.11,4.79,-62.07,75.52
"2011-06-26 04:40:00",12301,2.241,170,6.582,2.558,4.853,-63.18,73.68
"2011-06-26 04:45:00",12302,3.008,161,9.06,3.299,4.942,-59.94,73.8
"2011-06-26 04:50:00",12303,2.915,180.3,11.51,3.417,4.681,-60.14,74.29
"2011-06-26 04:55:00",12304,2.968,186.2,8.8,3.567,4.783,-61.3,72.78
"2011-06-26 05:00:00",12305,3.467,187.3,9.16,3.985,4.62,-61.05,72.81
"2011-06-26 05:05:00",12306,2.851,192.3,9.36,3.26,5.044,-62,70.63
"2011-06-26 05:10:00",12307,2.31,195.6,11.26,3.139,5.282,-59.69,69.66
"2011-06-26 05:15:00",12308,1.424,219.6,21.83,1.888,5.484,-55.92,68.21
"2011-06-26 05:20:00",12309,0.814,261.4,14.35,1.349,5.604,-51.88,68.15
"2011-06-26 05:25:00",12310,1.378,265.2,8.48,1.842,5.66,-50.72,67.23
"2011-06-26 05:30:00",12311,0.659,278.5,8.66,1.506,5.732,-49.59,67.56
"2011-06-26 05:35:00",12312,0.091,233.9,1.184,0.35,5.441,-49.39,69.9
"2011-06-26 05:40:00",12313,0.511,241.3,1.967,0.846,5.32,-49.75,69.6
"2011-06-26 05:45:00",12314,0.889,228.7,3.762,1.137,5.619,-47.56,66.98
"2011-06-26 05:50:00",12315,0.514,220.7,3.22,0.977,5.982,-45.98,64.52
"2011-06-26 05:55:00",12316,0.753,105.9,14.47,1.699,5.937,-41.69,66.72
"2011-06-26 06:00:00",12317,1.558,120.8,8.64,1.741,5.432,-37.19,71.46
"2011-06-26 06:05:00",12318,1.543,144.7,10.26,1.882,5.285,-40.71,71.99
"2011-06-26 06:10:00",12319,1.63,163.7,15.03,2.914,5.275,-38.65,70.43
"2011-06-26 06:15:00",12320,2.412,187.5,16.16,2.891,5.298,-27.65,70.34
"2011-06-26 06:20:00",12321,2.202,182.9,16.78,2.519,5.337,-10.9,72.04
"2011-06-26 06:25:00",12322,2.841,190.3,5.289,3.149,5.506,-1.657,71.2
"2011-06-26 06:30:00",12323,3.082,195.5,6.349,3.244,5.407,2.461,72.07
"2011-06-26 06:35:00",12324,3.052,191,5.253,3.319,5.554,6.579,70.7
"2011-06-26 06:40:00",12325,3.123,192.3,6.539,3.306,5.616,11.55,70.67
"2011-06-26 06:45:00",12326,2.269,193.5,6.43,3.012,5.96,17.38,67.93
"2011-06-26 06:50:00",12327,1.337,196.3,26.48,2.515,6.381,16,65.96
"2011-06-26 06:55:00",12328,0.515,314.6,33.43,1.189,6.601,28.17,66.82
"2011-06-26 07:00:00",12329,0.622,274.1,24.34,1.169,6.332,32.52,69.5
"2011-06-26 07:05:00",12330,1.241,276.9,5.087,1.454,5.89,39,68.01
"2011-06-26 07:10:00",12331,1.117,278.1,6.751,1.313,5.917,45.05,67.93
"2011-06-26 07:15:00",12332,1.161,268,3.18,1.526,6.055,51.72,67.58
"2011-06-26 07:20:00",12333,1.066,258.7,4.005,1.15,6.293,59.08,65.64
"2011-06-26 07:25:00",12334,0.852,253.6,2.541,1.104,6.536,65.78,63.76
"2011-06-26 07:30:00",12335,0.316,289.3,28.25,0.497,6.806,72.18,62.42
"2011-06-26 07:35:00",12336,0.025,335.8,0,0.206,7.293,66.21,60.26
"2011-06-26 07:40:00",12337,0.665,100.7,13.79,0.98,7.763,85.3,61.93
"2011-06-26 07:45:00",12338,1.08,124.4,6.188,1.431,7.105,93.4,66.9
"2011-06-26 07:50:00",12339,0.794,112.2,18.91,1.561,6.689,100.6,69.17
"2011-06-26 07:55:00",12340,1.189,120.7,11.54,1.509,6.489,107.2,70.23
"2011-06-26 08:00:00",12341,1.069,174.9,19.14,1.258,6.897,117,66.65
"2011-06-26 08:05:00",12342,1.184,182.2,12.18,1.594,7.607,126.4,62.42
"2011-06-26 08:10:00",12343,1.275,186.1,8.37,1.686,7.784,134.6,61.46
"2011-06-26 08:15:00",12344,0.641,121.1,50.15,1.022,7.971,141.2,62.38
"2011-06-26 08:20:00",12345,1.195,132.3,22.48,1.473,7.708,146.3,63.59
"2011-06-26 08:25:00",12346,0.961,175.1,18.37,1.196,8.04,157.1,60.84
"2011-06-26 08:30:00",12347,0.831,189.4,6.495,0.859,8.32,167.7,60.04
"2011-06-26 08:35:00",12348,1.093,203.6,7.507,1.437,8.21,172.8,60.42
"2011-06-26 08:40:00",12349,0.632,256.4,48.11,1.14,7.964,181,61.2
"2011-06-26 08:45:00",12350,0.147,280.3,17.57,0.608,7.747,188.5,63.98
"2011-06-26 08:50:00",12351,0.364,312.2,33.18,0.575,7.745,197.2,63.67
"2011-06-26 08:55:00",12352,0.503,2.237,30.65,0.849,7.684,211.2,65.81
"2011-06-26 09:00:00",12353,0.348,317.6,34.16,0.911,7.451,211.5,66.05
"2011-06-26 09:05:00",12354,0.077,67.51,8.36,0.363,7.909,230.3,64.85
"2011-06-26 09:10:00",12355,0.615,295.5,15.13,1.104,7.947,231.3,64.57
"2011-06-26 09:15:00",12356,0.723,303.7,5.38,1.026,7.346,238.7,66.25
"2011-06-26 09:20:00",12357,0.491,314.8,6.355,0.549,7.381,240.7,65.56
"2011-06-26 09:25:00",12358,0.353,358.6,45.77,1.176,7.653,255.9,66.15
"2011-06-26 09:30:00",12359,0.784,50.78,15.48,1.134,7.711,257.7,66.38
"2011-06-26 09:35:00",12360,0.866,67.03,18.35,1.284,8.05,267.5,67.12
"2011-06-26 09:40:00",12361,0.542,96.5,58.19,1.111,8.09,282.5,67.74
"2011-06-26 09:45:00",12362,0.457,330.8,84.4,1.032,8.56,286.9,64.35
"2011-06-26 09:50:00",12363,0.382,17.8,65.04,0.699,8.35,301.4,63.89
"2011-06-26 09:55:00",12364,0.447,97.2,64.97,0.862,8.61,307,64.11
"2011-06-26 10:00:00",12365,0.783,72.72,20.59,1.153,8.67,309.4,66.42
"2011-06-26 10:05:00",12366,0.539,49.71,29.29,0.964,8.16,317.2,65.9
"2011-06-26 10:10:00",12367,0.748,85.2,20.54,1.251,8.14,320.5,66.34
"2011-06-26 10:15:00",12368,0.45,24.41,49.89,0.8,7.854,339.6,65.22
"2011-06-26 10:20:00",12369,0.68,334.9,13.89,1,7.741,341.1,64.1
"2011-06-26 10:25:00",12370,0.682,320.8,16.92,0.977,7.728,343.1,61.24
"2011-06-26 10:30:00",12371,0.391,264.9,31.78,0.679,7.932,357.2,60.98
"2011-06-26 10:35:00",12372,0.463,262.1,32.58,0.67,8.11,366.1,62.28
"2011-06-26 10:40:00",12373,0.385,294.6,21.86,0.575,8.23,373,61.56
"2011-06-26 10:45:00",12374,0.662,202.2,32,1.568,8.41,373.1,61.89
"2011-06-26 10:50:00",12375,1.068,187.8,40.56,1.64,8.96,384.2,62.21
"2011-06-26 10:55:00",12376,1.682,179.2,15.89,2.888,9.39,374.7,59.54
"2011-06-26 11:00:00",12377,2.16,136.2,18.43,3.319,9.2,365.4,59.51
"2011-06-26 11:05:00",12378,0.522,162.8,50.19,1.738,9.14,405.2,60.44
"2011-06-26 11:10:00",12379,1.402,182.9,19.35,1.999,9.46,408.5,58.3
"2011-06-26 11:15:00",12380,1.976,177.6,10.86,2.254,9.52,423,57.63
"2011-06-26 11:20:00",12381,1.456,171.6,19.93,1.846,9.78,419.1,57.51
"2011-06-26 11:25:00",12382,1.519,139.7,14.55,1.823,9.54,421,59.16
"2011-06-26 11:30:00",12383,0.675,102.5,59.57,1.467,9.52,435.6,63.8
"2011-06-26 11:35:00",12384,0.697,66.39,19.06,1.091,9.5,452.2,63.86
"2011-06-26 11:40:00",12385,0.762,67.72,27.59,1.156,8.88,461.9,65.46
"2011-06-26 11:45:00",12386,0.57,44.7,24.07,0.882,8.72,468.5,66.9
"2011-06-26 11:50:00",12387,1.164,85.7,30.83,1.594,8.64,449.1,67.88
"2011-06-26 11:55:00",12388,0.749,109.1,46.42,1.281,8.93,464,65.21
"2011-06-26 12:00:00",12389,0.447,103.7,65.44,0.977,9.76,484.4,61.78
"2011-06-26 12:05:00",12390,1.513,54.4,20.33,2.3,9.19,476.6,67.63
"2011-06-26 12:10:00",12391,1.579,73,9.59,2.225,8.28,493,69.67
"2011-06-26 12:15:00",12392,1.213,83.1,20.09,1.493,8.39,500.4,68.43
"2011-06-26 12:20:00",12393,1.567,77.41,18.72,1.875,8.64,477.8,67.39
"2011-06-26 12:25:00",12394,1.574,68.42,10.26,2.277,8.43,497.5,69.48
"2011-06-26 12:30:00",12395,1.846,74.47,13.76,2.365,8.37,508.7,70.85
"2011-06-26 12:35:00",12396,2.257,107.3,28.66,2.992,8.44,495.9,71.41
"2011-06-26 12:40:00",12397,3.121,96.1,12.5,3.682,9.1,490.9,67.57
"2011-06-26 12:45:00",12398,3.516,99.8,10.87,4.06,9.39,488.5,65.97
"2011-06-26 12:50:00",12399,3.19,113.4,19.4,3.593,9.59,496.7,66.45
"2011-06-26 12:55:00",12400,3.206,131.3,17.2,3.633,9.88,493.7,65.63
"2011-06-26 13:00:00",12401,3.136,142.7,10.82,3.636,9.99,517.3,63.75
"2011-06-26 13:05:00",12402,3.29,133.2,18.24,3.927,9.95,521.6,63.99
"2011-06-26 13:10:00",12403,3.722,118.7,16.17,4.312,9.73,498.8,66.59
"2011-06-26 13:15:00",12404,3.998,123.7,13.96,4.237,9.44,506.1,66.66
"2011-06-26 13:20:00",12405,3.133,132.5,15.3,3.57,9.52,518.6,65.58
"2011-06-26 13:25:00",12406,3.533,142.3,12.82,4.057,9.57,498.2,65.12
"2011-06-26 13:30:00",12407,3.413,148,12.61,3.848,9.67,538.5,64.64
"2011-06-26 13:35:00",12408,3.853,147.3,4.143,4.211,9.36,533.9,66.29
"2011-06-26 13:40:00",12409,3.971,145,9.66,4.456,9.02,547.7,66.89
"2011-06-26 13:45:00",12410,3.832,148.7,12.55,5.027,8.98,546.1,68.06
"2011-06-26 13:50:00",12411,3.854,148.3,9.35,4.305,9.19,538.9,67.37
"2011-06-26 13:55:00",12412,3.842,146,2.652,4.116,9.19,534.9,66.48
"2011-06-26 14:00:00",12413,3.585,149,5.893,3.962,9.18,565,66.47
"2011-06-26 14:05:00",12414,3.501,145,4.159,4.041,9.26,560.7,67.09
"2011-06-26 14:10:00",12415,3.158,148.5,6.797,3.613,9.28,545.8,65.89
"2011-06-26 14:15:00",12416,3.258,146.1,10.52,3.528,9.34,561.9,65.62
"2011-06-26 14:20:00",12417,3.904,144,11.79,4.515,9.32,575,66.44
"2011-06-26 14:25:00",12418,3.937,145.9,7.341,4.162,9.2,602.5,67.05
"2011-06-26 14:30:00",12419,3.706,148.8,7.504,3.979,9.29,557.8,67.36
"2011-06-26 14:35:00",12420,3.647,146.7,10.29,4.475,9.45,470.1,66.63
"2011-06-26 14:40:00",12421,3.993,144.7,11.29,4.479,9.32,510.7,66.59
"2011-06-26 14:45:00",12422,3.818,147.9,11.26,4.482,9.42,551.5,65.42
"2011-06-26 14:50:00",12423,3.953,147.7,5.872,4.315,9.46,532.8,65.15
"2011-06-26 14:55:00",12424,4.026,149.7,7.74,4.423,9.37,471.1,65.27
"2011-06-26 15:00:00",12425,3.512,144.1,7.311,4.185,9.35,436.8,66.18
"2011-06-26 15:05:00",12426,3.922,150.9,4.333,4.488,9.39,377.2,66.23
"2011-06-26 15:10:00",12427,4.038,153.5,5.571,4.521,9.21,352.8,67.55
"2011-06-26 15:15:00",12428,3.764,152.9,6.113,4.119,9.19,399.9,67.66
"2011-06-26 15:20:00",12429,4.255,153.6,10.01,4.534,9.18,445.4,67.55
"2011-06-26 15:25:00",12430,3.853,147.5,8.22,4.547,9.31,482.9,67.34
"2011-06-26 15:30:00",12431,3.972,151.7,6.59,4.671,9.36,546,66.89
"2011-06-26 15:35:00",12432,3.905,144.3,10.63,4.384,9.33,576.7,66.78
"2011-06-26 15:40:00",12433,4.235,148.9,4.416,4.655,9.54,602.1,66.33
"2011-06-26 15:45:00",12434,3.703,147.7,7.734,4.172,9.62,567,65.9
"2011-06-26 15:50:00",12435,3.695,139,8.5,4.364,9.35,514.1,67.29
"2011-06-26 15:55:00",12436,4.081,129,14.48,4.524,9.15,416.2,69.52
"2011-06-26 16:00:00",12437,4.225,117.4,9.87,4.822,9.19,312.9,69.4
"2011-06-26 16:05:00",12438,4.571,128.9,11.98,5.201,9.18,427.7,69.22
"2011-06-26 16:10:00",12439,4.386,143.1,9.28,4.864,9.25,507.6,67.67
"2011-06-26 16:15:00",12440,4.003,146.1,4.582,4.779,9.69,522.3,65.89
"2011-06-26 16:20:00",12441,3.658,142,5.311,3.897,9.64,511.6,65.43
"2011-06-26 16:25:00",12442,3.526,146.5,14.28,3.995,9.57,436.5,65.25
"2011-06-26 16:30:00",12443,3.73,148.5,8.7,4.015,9.67,373.7,65.25
"2011-06-26 16:35:00",12444,3.77,144.7,7.722,4.884,9.7,458.1,65.09
"2011-06-26 16:40:00",12445,3.708,149.7,7.73,4.031,9.68,490.2,65.03
"2011-06-26 16:45:00",12446,3.908,143.1,8.22,4.198,9.69,463,65.8
"2011-06-26 16:50:00",12447,4.169,149.9,7.29,4.387,9.95,465.6,64.77
"2011-06-26 16:55:00",12448,4.097,148.3,8.39,4.57,10.07,460,63.67
"2011-06-26 17:00:00",12449,4.139,147.3,10.41,4.877,9.81,458.9,63.71
"2011-06-26 17:05:00",12450,3.673,149,9.45,4.087,9.99,443.6,62.9
"2011-06-26 17:10:00",12451,3.861,143.9,8.53,4.319,9.88,431.9,62.91
"2011-06-26 17:15:00",12452,4.173,136.7,9.97,4.828,9.76,430.1,64.06
"2011-06-26 17:20:00",12453,3.824,150.2,11.02,4.41,9.76,430,63.18
"2011-06-26 17:25:00",12454,4.007,144.6,4.958,4.338,10.15,413.5,61.04
"2011-06-26 17:30:00",12455,4.114,152.3,2.601,4.746,10.25,412.8,60.21
"2011-06-26 17:35:00",12456,4.215,149.1,5.53,4.939,10.18,410.1,60.28
"2011-06-26 17:40:00",12457,3.293,152,7.555,3.626,10.21,404.3,60.32
