"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:Duke_River_May2011.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2011-05-25 18:45:00",3254,7.945,130.9,3.9,8.59,-0.71,108.8,99.3
"2011-05-25 18:50:00",3255,7.639,125.6,8.68,8.65,-0.437,78.9,99.1
"2011-05-25 18:55:00",3256,7.737,122.5,5.575,9.21,-0.549,76.04,98.8
"2011-05-25 19:00:00",3257,7.03,119.6,6.301,8.16,-0.641,35.67,98.1
"2011-05-25 19:05:00",3258,7.248,122.5,4.372,8.1,-0.739,39.31,98.4
"2011-05-25 19:10:00",3259,8.02,122,4.639,8.6,-0.774,40.27,98.5
"2011-05-25 19:15:00",3260,7.752,122.4,6.481,8.43,-0.879,38.56,99.1
"2011-05-25 19:20:00",3261,7.881,123.6,6.176,8.53,-0.928,35.09,99.5
"2011-05-25 19:25:00",3262,7.638,120.2,5.503,8.02,-0.86,40.54,99.8
"2011-05-25 19:30:00",3263,7.309,121.8,5.867,8.22,-0.818,57.7,99.9
"2011-05-25 19:35:00",3264,7.806,118.5,5.806,8.7,-0.754,38.69,99.6
"2011-05-25 19:40:00",3265,6.678,122.6,4.81,8.56,-0.898,32.46,99.9
"2011-05-25 19:45:00",3266,7.2,122.2,6.862,8.27,-0.892,22.31,100
"2011-05-25 19:50:00",3267,7.671,123.1,7.35,8.59,-1.037,33.08,100
"2011-05-25 19:55:00",3268,7.633,121.2,4.736,8.29,-1.043,24.29,100
"2011-05-25 20:00:00",3269,7.672,127.3,4.12,8.17,-1.112,17.16,100
"2011-05-25 20:05:00",3270,7.744,121.4,6.531,8.36,-1.048,28.21,100
"2011-05-25 20:10:00",3271,8.31,128.5,8.69,8.91,-1.116,20.45,100
"2011-05-25 20:15:00",3272,8.3,125.3,2.392,9.27,-1.115,28.99,100
"2011-05-25 20:20:00",3273,8.09,125.9,6.353,8.99,-1.104,25.35,100
"2011-05-25 20:25:00",3274,7.421,123.8,8.68,8.16,-1.085,22.66,100
"2011-05-25 20:30:00",3275,6.709,127.6,9.95,7.494,-1.074,14.5,100
"2011-05-25 20:35:00",3276,6.776,126.5,10.13,8.14,-1.123,15.63,100
"2011-05-25 20:40:00",3277,6.489,125.3,17.26,7.461,-1.111,18.42,100
"2011-05-25 20:45:00",3278,6.618,115.2,9.27,7.523,-1.106,14.77,100
"2011-05-25 20:50:00",3279,7.261,120.8,6.549,8.26,-1.178,5.552,100
"2011-05-25 20:55:00",3280,8.19,120.5,4.81,8.59,-1.353,-9.25,100
"2011-05-25 21:00:00",3281,8.19,125.5,5.273,8.89,-1.394,-14.25,100
"2011-05-25 21:05:00",3282,7.956,125,4.553,8.42,-1.442,-13.52,100
"2011-05-25 21:10:00",3283,8.22,126.2,2.98,8.48,-1.45,-19.47,100
"2011-05-25 21:15:00",3284,6.978,125.3,5.932,7.899,-1.461,-2.236,100
"2011-05-25 21:20:00",3285,5.974,123.5,8.76,7.049,-1.415,-2.588,100
"2011-05-25 21:25:00",3286,6.577,122.2,4.755,7.272,-1.497,-10.93,100
"2011-05-25 21:30:00",3287,6.296,121.6,5.818,6.772,-1.538,-4.095,100
"2011-05-25 21:35:00",3288,6.216,123.1,3.226,6.517,-1.546,-19.42,100
"2011-05-25 21:40:00",3289,5.989,127.5,3.376,6.435,-1.592,-20.85,100
"2011-05-25 21:45:00",3290,6.078,126,5.264,6.929,-1.554,-5.126,100
"2011-05-25 21:50:00",3291,5.676,128.2,11.69,6.272,-1.537,1.784,100
"2011-05-25 21:55:00",3292,4.764,117.7,8.44,6.661,-1.422,4.799,100
"2011-05-25 22:00:00",3293,5.676,120.8,9.92,6.533,-1.462,-5.804,100
"2011-05-25 22:05:00",3294,6.627,121.9,6.522,7.543,-1.615,-19.7,100
"2011-05-25 22:10:00",3295,7.228,127.5,4.969,7.575,-1.718,-32.29,100
"2011-05-25 22:15:00",3296,5.874,126.3,5.016,6.759,-1.746,-28.02,100
"2011-05-25 22:20:00",3297,5.461,117.1,9.04,6.755,-1.737,-20.5,100
"2011-05-25 22:25:00",3298,5.119,120.5,10.02,6.148,-1.716,-16.08,100
"2011-05-25 22:30:00",3299,4.662,124.5,8.73,6.393,-1.716,-19.1,100
"2011-05-25 22:35:00",3300,4.596,127.2,10.85,5.566,-1.746,-15.86,100
"2011-05-25 22:40:00",3301,4.254,129,8.58,4.89,-1.766,-23.8,100
"2011-05-25 22:45:00",3302,4.365,124.1,3.515,4.959,-1.851,-39,100
"2011-05-25 22:50:00",3303,4.066,129.6,4.052,4.537,-1.934,-45.41,100
"2011-05-25 22:55:00",3304,3.958,137.7,4.875,4.426,-1.979,-39.75,100
"2011-05-25 23:00:00",3305,3.564,137.6,7.837,4.884,-1.982,-33.57,100
"2011-05-25 23:05:00",3306,4.696,130,6.461,4.92,-1.948,-26.51,100
"2011-05-25 23:10:00",3307,4.65,138.6,4.777,5.547,-1.927,-33.87,100
"2011-05-25 23:15:00",3308,5.277,132.3,4.5,5.655,-1.961,-39,100
"2011-05-25 23:20:00",3309,5.121,125.3,2.164,5.583,-1.998,-29.63,100
"2011-05-25 23:25:00",3310,5.149,126.2,3.786,5.658,-2,-14.42,100
"2011-05-25 23:30:00",3311,4.446,122.6,7.758,5.089,-1.944,-6.357,100
"2011-05-25 23:35:00",3312,4.303,111.4,6.702,5.622,-1.894,-3.895,100
"2011-05-25 23:40:00",3313,4.371,116,6.724,4.991,-1.871,-5.076,100
"2011-05-25 23:45:00",3314,4.32,112.8,8.83,5.495,-1.861,-7.111,100
"2011-05-25 23:50:00",3315,4.114,118.6,8.62,5.103,-1.901,-3.92,100
"2011-05-25 23:55:00",3316,5.146,116.3,8.14,6.671,-1.869,-4.674,100
"2011-05-26 00:00:00",3317,5.279,121.3,11.4,6.442,-1.882,-7.212,100
"2011-05-26 00:05:00",3318,5.265,113.3,13.05,7.304,-1.959,-10.2,100
"2011-05-26 00:10:00",3319,5.528,110,9.53,7.18,-2.016,-8.37,100
"2011-05-26 00:15:00",3320,4.492,128,14.87,6.275,-2.034,-5.201,100
"2011-05-26 00:20:00",3321,4.031,113.1,7.565,5.491,-2.019,-7.965,100
"2011-05-26 00:25:00",3322,4.197,117.2,10.7,5.302,-2.03,-4.297,100
"2011-05-26 00:30:00",3323,3.882,127.1,10.8,4.766,-2.004,-4.875,100
"2011-05-26 00:35:00",3324,4.013,141.9,17.05,4.586,-2.016,-4.975,100
"2011-05-26 00:40:00",3325,4.572,116.1,13.12,4.884,-2.034,-8.19,100
"2011-05-26 00:45:00",3326,4.142,118,9.65,5.22,-2.071,-12.16,100
"2011-05-26 00:50:00",3327,5.051,118.9,9.65,6.086,-2.105,-29.12,100
"2011-05-26 00:55:00",3328,4.413,118.2,7.924,5.181,-2.155,-24.85,100
"2011-05-26 01:00:00",3329,4.994,117.1,6.618,5.413,-2.174,-15.78,100
"2011-05-26 01:05:00",3330,4.645,116.1,4.795,5.429,-2.174,-16.58,100
"2011-05-26 01:10:00",3331,5.113,129.1,4.04,5.707,-2.167,-15,100
"2011-05-26 01:15:00",3332,4.864,131,8.42,5.341,-2.174,-16.01,100
"2011-05-26 01:20:00",3333,5.244,126.8,3.316,5.785,-2.173,-12.97,100
"2011-05-26 01:25:00",3334,4.74,129.9,5.863,5.733,-2.174,-8.27,100
"2011-05-26 01:30:00",3335,4.874,124.1,4.837,5.357,-2.185,-13.09,100
"2011-05-26 01:35:00",3336,4.581,123,5.904,4.933,-2.215,-21.38,100
"2011-05-26 01:40:00",3337,4.331,134,6.925,4.779,-2.253,-19.95,100
"2011-05-26 01:45:00",3338,4.257,126.2,6.495,4.609,-2.238,-10.83,100
"2011-05-26 01:50:00",3339,3.85,126.3,10.17,4.593,-2.225,-10.4,100
"2011-05-26 01:55:00",3340,4.296,133.4,14.5,4.946,-2.276,-20.15,100
"2011-05-26 02:00:00",3341,4.583,132.3,8.95,5.161,-2.331,-18.62,100
"2011-05-26 02:05:00",3342,4.68,131.7,2.927,5.106,-2.378,-32.14,100
"2011-05-26 02:10:00",3343,4.473,129.9,4.377,4.812,-2.448,-29.5,100
"2011-05-26 02:15:00",3344,4.637,127.7,5.342,5.207,-2.436,-21.91,100
"2011-05-26 02:20:00",3345,3.119,127.6,13.42,4.041,-2.437,-19,100
"2011-05-26 02:25:00",3346,2.058,141.1,22.37,2.44,-2.46,-20.76,100
"2011-05-26 02:30:00",3347,2.381,105.1,27.72,3.94,-2.497,-25.73,100
"2011-05-26 02:35:00",3348,1.948,136.4,24.81,2.476,-2.559,-27.92,100
"2011-05-26 02:40:00",3349,2.348,144.7,15.33,3.26,-2.57,-34.58,100
"2011-05-26 02:45:00",3350,3.343,142,16.61,4.403,-2.568,-50.51,100
"2011-05-26 02:50:00",3351,3.653,144.9,6.169,4.018,-2.632,-56.77,100
"2011-05-26 02:55:00",3352,3.926,147.4,6.673,4.936,-2.715,-62.15,100
"2011-05-26 03:00:00",3353,4.68,141.5,6.265,5.116,-2.708,-58.43,100
"2011-05-26 03:05:00",3354,4.934,140,7.264,5.815,-2.697,-58.48,100
"2011-05-26 03:10:00",3355,4.515,139.9,15.86,5.468,-2.707,-53.71,100
"2011-05-26 03:15:00",3356,4.515,141.4,12.69,5.403,-2.723,-51.55,100
"2011-05-26 03:20:00",3357,4.54,146.6,10.58,5.315,-2.739,-53.36,100
"2011-05-26 03:25:00",3358,4.73,143.6,5.313,5.759,-2.748,-55.69,100
"2011-05-26 03:30:00",3359,3.925,136.3,16.29,4.844,-2.775,-65.04,100
"2011-05-26 03:35:00",3360,4.629,143.2,18.07,5.922,-2.816,-64.19,100
"2011-05-26 03:40:00",3361,4.63,141.2,14,6.102,-2.827,-65.4,100
"2011-05-26 03:45:00",3362,4.906,143.5,12.94,5.498,-2.827,-68.61,100
"2011-05-26 03:50:00",3363,5.143,131.5,7.549,6.684,-2.835,-62.94,100
"2011-05-26 03:55:00",3364,5.303,133.3,4.573,5.658,-2.811,-64.55,100
"2011-05-26 04:00:00",3365,5.666,135.8,6.11,5.926,-2.814,-64.17,100
"2011-05-26 04:05:00",3366,5.561,133.6,6.886,6.171,-2.844,-63.62,100
"2011-05-26 04:10:00",3367,5.341,132.7,3.838,5.769,-2.897,-65.28,99.9
"2011-05-26 04:15:00",3368,4.925,134.8,6.177,5.37,-2.873,-67.72,99.9
"2011-05-26 04:20:00",3369,4.513,141.6,6.973,5.096,-2.892,-70.46,99.8
"2011-05-26 04:25:00",3370,4.592,141.1,12.8,5.534,-2.948,-66.74,99.7
"2011-05-26 04:30:00",3371,5.104,125.9,5.737,5.847,-2.898,-64,99.7
"2011-05-26 04:35:00",3372,4.699,129.9,9.55,5.455,-2.863,-65.25,99.6
"2011-05-26 04:40:00",3373,2.932,165.7,8.78,3.283,-2.95,-76.64,99.3
"2011-05-26 04:45:00",3374,4.22,130.7,10.64,5.338,-2.97,-67.19,99
"2011-05-26 04:50:00",3375,4.149,144.5,10.96,5.318,-2.843,-77.67,98.5
"2011-05-26 04:55:00",3376,4.804,125.4,9.84,5.393,-2.78,-68.77,98.2
"2011-05-26 05:00:00",3377,4.323,132.4,10.85,4.988,-2.745,-74.13,97.6
"2011-05-26 05:05:00",3378,4.215,132,7.976,4.675,-2.748,-70.41,97.4
"2011-05-26 05:10:00",3379,4.847,129.5,6.039,5.455,-2.792,-67.97,97.4
"2011-05-26 05:15:00",3380,5.343,126.6,4.59,5.958,-2.743,-68.12,97.1
"2011-05-26 05:20:00",3381,4.96,128.5,5.848,5.753,-2.76,-67.14,97.1
"2011-05-26 05:25:00",3382,5.042,129.9,4.73,5.815,-2.811,-68.5,96.9
"2011-05-26 05:30:00",3383,5.247,137.5,11.3,6.017,-2.74,-72.57,96.1
"2011-05-26 05:35:00",3384,5.651,138.5,9.27,6.141,-2.703,-71.64,95.8
"2011-05-26 05:40:00",3385,5.228,134.1,11.92,6.216,-2.73,-72.84,95.2
"2011-05-26 05:45:00",3386,5.266,134.2,9.3,5.661,-2.651,-70.98,94.5
"2011-05-26 05:50:00",3387,5.114,131,4.653,5.949,-2.626,-65.86,94.5
"2011-05-26 05:55:00",3388,3.876,150.6,8.86,5.027,-2.647,-68.67,95.2
"2011-05-26 06:00:00",3389,3.976,124.3,11.03,4.956,-2.732,-58.59,94.5
"2011-05-26 06:05:00",3390,4.243,137.1,12.39,5.576,-2.665,-61.61,94.1
"2011-05-26 06:10:00",3391,4.971,133,12.78,5.851,-2.598,-59.55,93.8
"2011-05-26 06:15:00",3392,4.54,117.8,9.59,5.361,-2.609,-56.76,93.5
"2011-05-26 06:20:00",3393,4.451,120.5,15.61,5.648,-2.603,-54.65,93.8
"2011-05-26 06:25:00",3394,5.537,131.8,11.18,5.919,-2.486,-50.22,94.3
"2011-05-26 06:30:00",3395,5.089,129.7,6.595,6.024,-2.372,-52.66,93.8
"2011-05-26 06:35:00",3396,4.728,132.2,14.3,5.798,-2.102,-76.04,92.9
"2011-05-26 06:40:00",3397,4.55,133.2,7.257,5.615,-1.793,-55.48,92.9
"2011-05-26 06:45:00",3398,4.364,139.3,8.73,5.609,-1.67,-50.67,93
"2011-05-26 06:50:00",3399,4.102,135.5,9.84,5.253,-1.537,-54.37,92.7
"2011-05-26 06:55:00",3400,4.259,136,12.74,4.773,-1.431,-55.42,91.9
"2011-05-26 07:00:00",3401,3.887,140.1,12.22,4.877,-1.391,-54.39,92.3
"2011-05-26 07:05:00",3402,3.308,139.2,8.67,3.704,-1.386,-54.36,93
"2011-05-26 07:10:00",3403,3.593,136,4.916,3.92,-1.395,-55.04,92.2
"2011-05-26 07:15:00",3404,3.733,133.1,7.639,4.547,-1.472,-55.47,91.8
"2011-05-26 07:20:00",3405,3.725,116.4,7.56,4.175,-1.518,-48.68,91.2
"2011-05-26 07:25:00",3406,3.465,116.1,10.26,4.123,-1.755,-32.75,91.4
"2011-05-26 07:30:00",3407,3.512,126.6,12.5,4.531,-1.798,-21.16,92.4
"2011-05-26 07:35:00",3408,2.704,130.7,15.3,3.704,-1.785,-15,92.6
"2011-05-26 07:40:00",3409,2.354,125.6,14.41,3.286,-1.766,-8.54,92.9
"2011-05-26 07:45:00",3410,2.692,118.6,23.14,3.812,-1.522,-6.509,93.6
"2011-05-26 07:50:00",3411,2.607,123.7,28.21,3.456,-1.33,-12.26,93.4
"2011-05-26 07:55:00",3412,2.713,109.9,14.94,3.662,-1.349,-18.52,93.4
"2011-05-26 08:00:00",3413,2.484,101.6,21.65,3.884,-1.462,-21.03,93.8
"2011-05-26 08:05:00",3414,3.609,108.8,12.63,4.952,-1.558,-26.81,93
"2011-05-26 08:10:00",3415,3.122,114.4,16.51,4.322,-1.573,-24.73,93
"2011-05-26 08:15:00",3416,2.963,112.9,19.68,3.874,-1.606,-31.41,94.1
"2011-05-26 08:20:00",3417,1.948,112,23.92,2.711,-1.451,-26.71,94.9
"2011-05-26 08:25:00",3418,1.6,131.5,21.22,2.202,-0.631,-14.65,93.8
"2011-05-26 08:30:00",3419,1.736,133.2,35.12,2.793,-0.128,-12.34,91.7
"2011-05-26 08:35:00",3420,2.185,86,32.36,3.505,0.109,-12.11,91.4
"2011-05-26 08:40:00",3421,1.806,98.2,25.28,2.793,0.237,-26.26,92.7
"2011-05-26 08:45:00",3422,2.526,116.2,22.81,3.505,0.173,-20.3,90.4
"2011-05-26 08:50:00",3423,3.088,120.4,21.47,4.394,0.186,-15.83,90.2
"2011-05-26 08:55:00",3424,2.859,97.2,12.89,3.878,0.282,-18.72,91
"2011-05-26 09:00:00",3425,3.739,105.9,18.27,6.047,0.219,-10.6,88.8
"2011-05-26 09:05:00",3426,4.417,126.6,19.95,6.749,0.117,-1.935,88
"2011-05-26 09:10:00",3427,5.246,121.2,10.05,6.334,-0.044,-3.367,87.7
"2011-05-26 09:15:00",3428,4.87,131.6,15.04,6.177,-0.087,10.55,88.1
"2011-05-26 09:20:00",3429,4.967,121.4,21.01,5.798,0.022,4.573,88.3
"2011-05-26 09:25:00",3430,5.57,114.6,12.25,6.716,-0.036,7.638,87.8
"2011-05-26 09:30:00",3431,6.049,110.5,12.05,7.285,-0.081,7.386,87.6
"2011-05-26 09:35:00",3432,5.555,119.9,17.59,8.4,0.011,19.22,87.1
"2011-05-26 09:40:00",3433,5.549,123.1,24.95,8.14,0.157,25.35,87.3
"2011-05-26 09:45:00",3434,5.63,119.1,10.9,6.925,0.248,23.99,86.9
"2011-05-26 09:50:00",3435,5.643,124.8,11.78,6.546,0.269,33.19,87.1
"2011-05-26 09:55:00",3436,5.354,125.7,18.87,7.085,0.356,46.07,87.1
"2011-05-26 10:00:00",3437,5.801,133.4,13.36,7.187,0.375,39.44,87.3
"2011-05-26 10:05:00",3438,6.048,127.3,10.34,7.896,0.425,53.91,87.4
"2011-05-26 10:10:00",3439,6.863,125.2,7.066,8.45,0.33,49.99,87.6
"2011-05-26 10:15:00",3440,7.189,125,4.471,8.16,0.285,52.73,88.2
"2011-05-26 10:20:00",3441,7.113,128.8,6.764,8.02,0.412,64.36,87.8
"2011-05-26 10:25:00",3442,7.053,126.3,4.66,8.02,0.381,66.37,88.1
"2011-05-26 10:30:00",3443,7.09,131.4,5.51,7.896,0.532,72.85,87.6
"2011-05-26 10:35:00",3444,7.143,127.6,4.398,7.931,0.638,69.43,87.7
"2011-05-26 10:40:00",3445,7.419,124.9,8.5,8.16,0.631,75.01,87.9
"2011-05-26 10:45:00",3446,6.561,123.5,3.397,7.824,0.675,80.7,88.1
"2011-05-26 10:50:00",3447,4.961,123,11.78,6.765,0.825,71.94,88.1
"2011-05-26 10:55:00",3448,5.038,116.4,5.704,6.811,0.952,80.5,87.8
"2011-05-26 11:00:00",3449,4.614,121.6,11.98,5.168,0.996,82.2,88.5
"2011-05-26 11:05:00",3450,4.888,115.9,6.166,5.233,1.019,77.09,88.4
"2011-05-26 11:10:00",3451,4.622,115.1,6.653,5.269,1.052,87.4,88.2
"2011-05-26 11:15:00",3452,5.039,117,3.478,5.53,1.07,85.4,88.3
"2011-05-26 11:20:00",3453,5.581,116.6,1.689,5.958,1.046,93.1,88.3
"2011-05-26 11:25:00",3454,5.908,119.6,3.734,6.363,0.951,97.4,88.7
"2011-05-26 11:30:00",3455,6.59,121.1,2.39,6.821,0.839,114.8,88.9
"2011-05-26 11:35:00",3456,6.683,123.6,4.631,6.961,0.844,105.1,89
"2011-05-26 11:40:00",3457,6.899,120.3,4.556,7.455,0.901,114.6,88.6
"2011-05-26 11:45:00",3458,6.405,122.6,2.853,6.86,0.996,115.9,88.5
"2011-05-26 11:50:00",3459,6.518,117.8,2.391,6.827,1.041,109.8,88.4
"2011-05-26 11:55:00",3460,6.221,119.8,3.159,6.693,1.125,120.9,88.9
"2011-05-26 12:00:00",3461,6.912,123.1,2.943,7.602,1.158,126.9,88.3
"2011-05-26 12:05:00",3462,6.805,122.5,2.723,7.245,1.138,140.4,88
"2011-05-26 12:10:00",3463,6.598,121.3,3.831,6.84,1.16,142.3,88
"2011-05-26 12:15:00",3464,6.495,122.7,4.04,6.733,1.144,151.7,88.2
"2011-05-26 12:20:00",3465,6.113,122.1,4.439,6.72,1.121,146.6,88
"2011-05-26 12:25:00",3466,5.963,118,6.656,6.667,1.081,142.8,88.1
"2011-05-26 12:30:00",3467,5.538,117.1,5.73,6.256,1.021,146.3,88.8
"2011-05-26 12:35:00",3468,5.565,118.3,8.86,6.066,1.006,150.8,89
"2011-05-26 12:40:00",3469,5.284,120,9.73,5.638,0.987,163.9,89.2
"2011-05-26 12:45:00",3470,5.648,113.7,6.104,6.396,0.933,150.9,88.9
"2011-05-26 12:50:00",3471,5.312,119.1,6.752,6.435,0.934,166,89.1
"2011-05-26 12:55:00",3472,5.406,113.6,6.5,6.096,0.952,157.5,89
"2011-05-26 13:00:00",3473,5.052,116.3,7.075,6.138,0.94,162.4,89.1
"2011-05-26 13:05:00",3474,4.835,115,9.77,5.74,0.918,170,88.1
"2011-05-26 13:10:00",3475,4.72,108.6,6.805,5.22,1.045,161.7,88.2
"2011-05-26 13:15:00",3476,5.088,116.7,11.26,5.949,1.08,170.9,87.6
"2011-05-26 13:20:00",3477,4.823,124.1,7.252,5.439,1.326,186.2,87.6
"2011-05-26 13:25:00",3478,4.618,114.8,9.08,6.164,1.299,182.5,86.5
"2011-05-26 13:30:00",3479,3.935,109.1,23.62,5.429,1.381,177.6,86
"2011-05-26 13:35:00",3480,2.564,123.4,30.22,4.534,1.62,191.7,87.1
"2011-05-26 13:40:00",3481,1.631,118.8,50.97,2.61,2.233,200.3,85.4
"2011-05-26 13:45:00",3482,1.73,174.2,13.59,2.764,3.013,263.7,82.8
"2011-05-26 13:50:00",3483,1.686,162.9,44.52,3.495,3.198,265.9,79.01
"2011-05-26 13:55:00",3484,1.085,136.8,27.31,1.869,3.405,239,79.79
"2011-05-26 14:00:00",3485,1.546,91.1,17.62,2.319,3.029,210.1,79.13
"2011-05-26 14:05:00",3486,1.092,118.5,25.32,1.499,3.034,231,80
"2011-05-26 14:10:00",3487,0.56,175.1,38.36,1.267,3.97,244.8,77.76
"2011-05-26 14:15:00",3488,2.581,183.1,21.05,3.943,3.795,289.1,73.85
"2011-05-26 14:20:00",3489,1.342,150.2,22.75,1.695,3.352,238.5,77.51
"2011-05-26 14:25:00",3490,2.691,120.4,7.31,3.597,2.824,223.2,76.59
"2011-05-26 14:30:00",3491,3.12,117.3,11.12,3.878,2.358,209.8,78.26
"2011-05-26 14:35:00",3492,2.346,133.5,22.28,2.888,2.378,163.3,79.66
"2011-05-26 14:40:00",3493,1.501,122.1,21.34,2.786,2.957,225,80.8
"2011-05-26 14:45:00",3494,1.673,157.9,47.84,2.391,3.511,251.6,79.34
"2011-05-26 14:50:00",3495,1.795,150.8,20.01,2.528,4.241,212.9,78.24
"2011-05-26 14:55:00",3496,2.087,109,11.05,3.969,3.526,118,77.89
"2011-05-26 15:00:00",3497,3.061,101.9,21.72,4.456,2.632,131.3,78.86
"2011-05-26 15:05:00",3498,4.426,111.4,14.66,5.478,2.525,96.5,77.57
"2011-05-26 15:10:00",3499,3.481,127.5,23.66,5.178,2.261,70.36,80.1
"2011-05-26 15:15:00",3500,2.751,134.6,23.76,4.511,2.565,136.1,81.1
"2011-05-26 15:20:00",3501,2.74,139.7,20.31,4.325,3.117,212.1,79.43
"2011-05-26 15:25:00",3502,1.452,145.3,42.8,3.437,3.673,230.3,79.21
"2011-05-26 15:30:00",3503,1.907,142,46.8,2.956,4.022,236.5,77.16
"2011-05-26 15:35:00",3504,3.86,179,21.27,6.984,3.982,259.7,74.65
"2011-05-26 15:40:00",3505,2.347,147,59.05,3.913,3.566,214.7,74.85
"2011-05-26 15:45:00",3506,1.583,90,51.86,3.9,3.909,189,75.54
"2011-05-26 15:50:00",3507,1.58,140.1,35.43,3.891,3.611,209.5,76.48
"2011-05-26 15:55:00",3508,2.448,107.3,30.05,4.652,3.453,184,75.36
"2011-05-26 16:00:00",3509,2.421,130.4,49.2,4.358,3.087,203.2,76.05
"2011-05-26 16:05:00",3510,2.43,145.8,28.23,4.684,3.37,204.9,76.46
"2011-05-26 16:10:00",3511,2.292,107,60.33,3.286,3.895,207.8,73.04
"2011-05-26 16:15:00",3512,1.838,185.5,44.08,4.397,3.932,220.6,72.53
"2011-05-26 16:20:00",3513,0.56,191.9,62.56,1.019,4.469,193.2,72.91
"2011-05-26 16:25:00",3514,1.387,124.9,58.22,2.587,4.388,195.4,70.17
"2011-05-26 16:30:00",3515,2.295,98,37.4,4.149,3.535,167.1,69.58
"2011-05-26 16:35:00",3516,2.055,131,35.09,3.087,3.605,197.9,70.34
"2011-05-26 16:40:00",3517,3.989,115.6,13.83,4.936,3.255,154.7,66.88
"2011-05-26 16:45:00",3518,3.551,113.8,12.07,4.662,3.018,169.4,67.11
"2011-05-26 16:50:00",3519,3.733,129,29,4.531,3.209,177.6,66.62
"2011-05-26 16:55:00",3520,4.498,119.9,16,5.593,3.47,170.1,62.28
"2011-05-26 17:00:00",3521,5.092,112.3,16.77,7.366,3.077,152.4,63.03
"2011-05-26 17:05:00",3522,5.25,136.6,22.82,6.997,3.214,171.5,61.93
"2011-05-26 17:10:00",3523,4.802,125.3,8.99,5.785,3.196,164,62.1
"2011-05-26 17:15:00",3524,5.177,124.6,13.82,6.21,3.213,152.7,61.48
"2011-05-26 17:20:00",3525,3.262,123.3,15.76,5.145,3.347,152.5,60.25
"2011-05-26 17:25:00",3526,3.405,118.8,29.68,6.105,3.855,152.5,59.64
"2011-05-26 17:30:00",3527,3.124,135,24.32,4.786,4.3,159.2,58.02
"2011-05-26 17:35:00",3528,2.919,111.8,20.05,4.41,4.303,139.9,56.59
"2011-05-26 17:40:00",3529,1.466,130.6,75.05,2.45,4.505,137.1,55.99
"2011-05-26 17:45:00",3530,0.983,203.1,32.33,1.771,6.371,158.5,51.99
"2011-05-26 17:50:00",3531,2.684,175.2,15.97,3.505,6.19,175.3,52.49
"2011-05-26 17:55:00",3532,2.628,163,18.76,3.27,6.541,151.7,49.79
"2011-05-26 18:00:00",3533,2.594,168.4,13.71,3.224,6.364,153.7,50.78
"2011-05-26 18:05:00",3534,1.636,164,15.67,2.577,6.944,141.4,50.24
"2011-05-26 18:10:00",3535,1.152,187.3,12.17,1.989,7.809,137.9,47.48
"2011-05-26 18:15:00",3536,1.727,197.5,8.7,2.006,7.109,143.9,48.05
"2011-05-26 18:20:00",3537,0.884,216.8,9.19,1.516,6.464,119.3,50.18
"2011-05-26 18:25:00",3538,0.918,211.7,21.31,1.542,6.219,120.5,50.94
"2011-05-26 18:30:00",3539,0.582,184.5,33.72,1.153,6.915,112,49.16
"2011-05-26 18:35:00",3540,0.388,178.6,47.56,0.859,7.804,107.5,46.74
"2011-05-26 18:40:00",3541,0.086,229.9,0.86,0.376,8.19,98.8,45.39
"2011-05-26 18:45:00",3542,0.18,204,6.866,0.699,8.82,97.5,44.15
"2011-05-26 18:50:00",3543,0.928,191.3,8.14,1.385,8.77,101.1,43.67
"2011-05-26 18:55:00",3544,1.13,213.6,5.047,1.281,7.703,98.3,45.69
"2011-05-26 19:00:00",3545,1.073,200.8,6.496,1.352,6.407,91.8,48.82
"2011-05-26 19:05:00",3546,1.263,194.4,10.77,1.477,6.754,96.5,48.14
"2011-05-26 19:10:00",3547,1.68,194.2,7.006,2.025,6.464,97.2,49.95
"2011-05-26 19:15:00",3548,2.08,188.3,5.022,2.342,6.247,92.8,50.81
"2011-05-26 19:20:00",3549,2.559,192,6.103,2.849,5.807,88,53.05
"2011-05-26 19:25:00",3550,2.21,194.9,6.559,2.577,5.838,72.41,53.26
"2011-05-26 19:30:00",3551,2.211,184.6,9.17,2.858,6.001,69.25,52.89
"2011-05-26 19:35:00",3552,1.794,190.6,5.345,2.117,6.343,64.16,51.73
"2011-05-26 19:40:00",3553,1.988,196.2,10.52,2.368,6.008,57.05,53.63
"2011-05-26 19:45:00",3554,2.562,189,6.002,2.907,6.004,61.55,54.05
"2011-05-26 19:50:00",3555,1.608,193.7,14.29,1.934,6.364,33.23,53.14
"2011-05-26 19:55:00",3556,1.375,201.9,8.15,1.695,5.832,36.92,54.62
"2011-05-26 20:00:00",3557,1.617,195.2,9.79,2.094,5.893,40.97,54.81
"2011-05-26 20:05:00",3558,1.994,207.3,5.001,2.391,5.652,42.3,55.85
"2011-05-26 20:10:00",3559,1.805,201.8,4.635,2.045,5.395,36.4,56.71
"2011-05-26 20:15:00",3560,1.796,208.9,4.164,1.94,5.494,46.89,56.64
